,method,DEMaP,ARI,1-nn
,PHATE,0.6499218540213465,0.9930370441369079,0.9938500000000001
,UMAP,0.6323547598292106,0.9971243858460042,0.9974999999999999
,TSNE,0.6225594475366607,0.9267617708636819,0.9980500000000001
,ISOMAP,0.6150899729741645,0.698235643858803,0.8548
,PCA,0.37766741080111615,0.9527030304781021,0.9920000000000002
,MDS,0.3029912112078681,0.2926607987628995,0.52545
