,method,DEMaP,ARI,1-nn
,UMAP,0.6362111468985994,0.9994583622420059,0.9997
,PHATE,0.6181444985871681,0.9981741493569665,0.9975999999999999
,ISOMAP,0.5668059372974987,0.6987762442757451,0.882
,TSNE,0.5624340335701885,0.8558171942437967,0.9984
,PCA,0.4793519869359867,0.8524106325437039,0.99665
,MDS,0.4015289234862726,0.36980534671442383,0.65535
