,method,DEMaP,ARI,1-nn
,PHATE,0.4994326630603865,0.8920437995883536,0.99475
,ISOMAP,0.49021897318072516,0.6040257684545948,0.8314999999999999
,TSNE,0.457957936929405,0.8674654607843669,0.9967
,UMAP,0.40584545759339713,0.8708773170413704,0.9958500000000001
,PCA,0.3695057568254358,0.8111317474854394,0.9930999999999999
,MDS,0.33668934713870713,0.3833752163221436,0.7070000000000001
