,method,DEMaP,ARI,1-nn
,UMAP,0.7135975230390077,0.8400458948979614,0.9964999999999999
,PHATE,0.7133356659373524,0.6968731408000948,0.9718
,TSNE,0.711459812999091,0.662570728198763,0.9955999999999999
,ISOMAP,0.6832688082876349,0.5193002438531823,0.8551
,PCA,0.5315761775173838,0.7074952579243693,0.9882
,MDS,0.4875401396977171,0.27391676390872033,0.7015
