,method,DEMaP,ARI,1-nn
,PHATE,0.7631750670359481,0.9957001129443909,0.99705
,ISOMAP,0.7455381690762194,0.5858248725224908,0.9351
,UMAP,0.7381626181629113,0.6754221148141706,0.9994
,TSNE,0.7311953263567282,0.540371961670748,0.9993000000000001
,PCA,0.5957186240589852,0.5915463262448629,0.9971
,MDS,0.4906255638113404,0.28441170695556817,0.7172499999999999
