,method,DEMaP,ARI,1-nn
,PHATE,0.7743883738040626,0.9896436974886762,0.9963
,UMAP,0.7710518579892838,0.750648854576053,0.9994
,TSNE,0.7582114172754222,0.7397550025941857,0.9980500000000001
,ISOMAP,0.7545423197565839,0.6210618358302183,0.9172
,PCA,0.5497516497799907,0.7961546035113107,0.9943000000000002
,MDS,0.40119463197012717,0.3051823701022682,0.64485
