,method,DEMaP,ARI,1-nn
,PHATE,0.8108009468446018,0.9231099711824332,0.9718
,UMAP,0.795808871172592,0.7583932865978517,0.9909000000000001
,ISOMAP,0.7879058432841672,0.5198588044742692,0.7828
,TSNE,0.7571016673876778,0.7235822121746406,0.9877499999999999
,PCA,0.551626846928495,0.7538202567341146,0.9742500000000002
,MDS,0.4045027004111115,0.22487381528853437,0.5345500000000001
