,method,DEMaP,ARI,1-nn
,PHATE,0.7039060885448942,0.9923188078586886,0.9861000000000001
,TSNE,0.7030576323920138,0.8200247882098395,0.9948
,UMAP,0.7023054163748828,0.9956041343080113,0.9955
,ISOMAP,0.6881014067339565,0.7371543252817807,0.909
,MDS,0.44824661973134877,0.4439561405018944,0.7533499999999999
,PCA,0.43952740635489396,0.8698032462921556,0.9879000000000001
