,method,DEMaP,ARI,1-nn
,PHATE,0.6967210738768118,0.7273916828522462,0.9506
,UMAP,0.6648257550611681,0.6710457075729157,0.98615
,TSNE,0.6568964139251964,0.6480573101310922,0.9853999999999999
,ISOMAP,0.4886647906796558,0.3998006355496917,0.7045
,PCA,0.41978304216736156,0.643188885023196,0.97075
,MDS,0.3206992172076899,0.2231555646198742,0.49139999999999995
