,method,DEMaP,ARI,1-nn
,TSNE,0.6651064973680859,0.37005527079808614,0.9981500000000001
,PCA,0.6608432172805073,0.3728320156961063,0.9983500000000001
,UMAP,0.6294458939177824,0.9980743647035557,0.9996499999999999
,PHATE,0.6289022157402303,0.9956835177818628,0.9989000000000001
,ISOMAP,0.6193919150319723,0.36515632775660123,0.9905000000000002
,MDS,0.45690839212222023,0.14985952093516533,0.9811500000000001
