,method,DEMaP,ARI,1-nn
,PHATE,0.7277443239471224,0.8480584132570569,0.9854
,UMAP,0.6879869639654297,0.827949172214505,0.9958500000000001
,TSNE,0.6646690757877972,0.7484669382902183,0.9960500000000001
,ISOMAP,0.6239590039506511,0.501019869041879,0.8009999999999999
,PCA,0.44459805447912604,0.717240774463805,0.9925499999999999
,MDS,0.40840480239917515,0.2918531022588677,0.658
