,method,DEMaP,ARI,1-nn
,TSNE,0.5399627220932944,0.6319522609232184,0.9945999999999999
,PCA,0.4896342501128103,0.61634957343669,0.9891
,PHATE,0.48693904494144086,0.7567623932378453,0.98345
,UMAP,0.47921849722177623,0.6896999836621021,0.9937000000000001
,ISOMAP,0.42492764629505375,0.4764188604974028,0.8131
,MDS,0.3713135072277669,0.2942725637684854,0.6916
