,method,DEMaP,ARI,1-nn
,TSNE,0.697912629288117,0.9896235102144879,0.999
,PHATE,0.6973187288049505,0.9984417318475726,0.9993000000000001
,UMAP,0.6968551803471454,0.9989448236737519,0.9993500000000001
,ISOMAP,0.683381695382559,0.7520311147341208,0.9644999999999999
,PCA,0.5110739112642169,0.9755583729501336,0.99755
,MDS,0.4357950200669155,0.3365808345851455,0.77415
