,method,DEMaP,ARI,1-nn
,UMAP,0.7743900208889279,0.8186046285864927,0.99605
,TSNE,0.7626436371064883,0.7386348366693954,0.9953
,ISOMAP,0.7576379255484776,0.5638937978187324,0.8089500000000001
,PHATE,0.757024393235508,0.8296807454752946,0.9731
,PCA,0.45475477694866373,0.7577966830076215,0.98665
,MDS,0.4307054714162624,0.34820264884033625,0.6612
