,method,DEMaP,ARI,1-nn
,PHATE,0.7759119573020831,0.9701539851704751,0.9874499999999999
,TSNE,0.6323808971463121,0.7556123359408808,0.9958500000000001
,UMAP,0.5881820199743905,0.7563763957241608,0.9925499999999999
,ISOMAP,0.5727858227424838,0.6842868063718427,0.8801500000000001
,PCA,0.4337888306161874,0.7454632778746728,0.98835
,MDS,0.3753716642710004,0.326789370589509,0.6779
