,method,DEMaP,ARI,1-nn
,UMAP,0.6489167813624702,0.9836954626235478,0.9976499999999999
,TSNE,0.6197350176942338,0.9159936872992449,0.9971
,PHATE,0.6094416569516733,0.8686082701222483,0.9886000000000001
,ISOMAP,0.509779301707178,0.5463457400075127,0.7636499999999999
,PCA,0.4124762306133161,0.8910601210081558,0.9907
,MDS,0.31778177299201593,0.23089343914307453,0.49295
