,method,DEMaP,ARI,1-nn
,UMAP,0.6371941362118306,0.7272326063433792,0.99045
,PHATE,0.5315792942789521,0.9125672614352159,0.961
,TSNE,0.48701594618501437,0.6629015720927466,0.9877
,PCA,0.4749446097137118,0.7049556204569011,0.9736
,ISOMAP,0.4595560074693161,0.4754455363660487,0.7464
,MDS,0.3456422606802938,0.28128035655804307,0.57595
