,method,DEMaP,ARI,1-nn
,PHATE,0.8895911576692941,0.8427195847959881,0.9670499999999999
,UMAP,0.8417431634832769,0.7839214307487868,0.9873000000000001
,ISOMAP,0.7167417467431615,0.5784327536281886,0.7812500000000001
,PCA,0.46099502051745767,0.7326487433516262,0.97195
,MDS,0.4482444632018576,0.3371116352250374,0.6685
,TSNE,0.3870995215567626,0.7221778201649184,0.9886999999999999
