,method,DEMaP,ARI,1-nn
,TSNE,0.7647335961713253,0.9978882637155556,0.99895
,PHATE,0.762142839758098,0.9989956058579662,0.9995
,UMAP,0.7609892560607721,0.9993971080865514,0.9994
,ISOMAP,0.7433833634022741,0.9646335097543455,0.98065
,PCA,0.5795426637442256,0.9997989357724417,0.9967500000000001
,MDS,0.52327143303774,0.591425474179546,0.8632500000000001
