,method,DEMaP,ARI,1-nn
,PHATE,0.8550407561757711,0.4931573858736437,0.7682
,UMAP,0.8519592306253826,0.44395623367202625,0.8331500000000001
,TSNE,0.7396172001465223,0.41615821308621803,0.82495
,ISOMAP,0.7291145224423112,0.3371756244116558,0.58535
,MDS,0.45524597852532955,0.19323698132273914,0.4749
,PCA,0.41714451930598123,0.43875088957909064,0.7986
