,method,DEMaP,ARI,1-nn
,UMAP,0.8279229025327188,0.3718791066103894,0.7006000000000001
,PHATE,0.8243694914046114,0.40062414516104994,0.6501999999999999
,TSNE,0.762630512686775,0.3620710028422723,0.6958500000000001
,ISOMAP,0.7210913458112636,0.3525534444800026,0.5431999999999999
,MDS,0.431882777196061,0.16652540170251623,0.4088
,PCA,0.4138336263223618,0.40153011404494143,0.6637500000000001
