,method,DEMaP,ARI,1-nn
,PHATE,0.8908659496001289,0.5502478115008599,0.8951999999999998
,UMAP,0.8507575913613445,0.4493008978952861,0.93895
,ISOMAP,0.788831021470276,0.3024268158845626,0.7422000000000001
,TSNE,0.7449863851335835,0.3727129388882261,0.9404999999999999
,PCA,0.45124677757385745,0.39437436231794193,0.91895
,MDS,0.3920626801810842,0.1528118503978246,0.52275
