,method,DEMaP,ARI,1-nn
,PHATE,0.72827228896566,0.4892798098361375,0.8457500000000001
,TSNE,0.7200440956878168,0.6144352675372456,0.91045
,UMAP,0.6781584437715931,0.6374086509994885,0.9168500000000002
,ISOMAP,0.5717680580643926,0.26832124736160917,0.5285
,PCA,0.49872778518246863,0.5719720168698204,0.8874500000000001
,MDS,0.4013529805050157,0.167590311643694,0.33125
