,method,DEMaP,ARI,1-nn
,PHATE,0.812934532325465,0.5249522278617591,0.9293499999999998
,TSNE,0.7259705699493638,0.4962616304179274,0.9545
,ISOMAP,0.724884973295937,0.277783637800741,0.6801999999999999
,UMAP,0.6633269329343937,0.5158083052034005,0.9511499999999999
,PCA,0.4784197330526113,0.502437188863707,0.9338000000000001
,MDS,0.4315660689135959,0.2345809220608928,0.55765
