,method,DEMaP,ARI,1-nn
,UMAP,0.7939589913852306,0.5548918229918174,0.90725
,TSNE,0.7673917229854081,0.552252947369208,0.9115500000000001
,PHATE,0.7532908366152001,0.36436308819544133,0.8300500000000002
,ISOMAP,0.7095626858853561,0.3047875678747951,0.5772999999999999
,PCA,0.5136222393295103,0.5253307506819437,0.8769500000000001
,MDS,0.45080809034197666,0.2733072459003667,0.4927
