,method,DEMaP,ARI,1-nn
,PHATE,0.8019267670868564,0.41891151538695687,0.83535
,TSNE,0.7023739479782932,0.46970559421907554,0.9068000000000002
,UMAP,0.7016833722775097,0.4867652235060403,0.9131
,ISOMAP,0.6891754658404021,0.2402442693279,0.544
,MDS,0.43986572016219444,0.11166161966222812,0.31920000000000004
,PCA,0.43691339000660434,0.47936393279701967,0.8759
