,method,DEMaP,ARI,1-nn
,PHATE,0.8307220953830596,0.5552083576745038,0.8453000000000002
,UMAP,0.8069871860240109,0.5236237079383729,0.9046
,TSNE,0.8027463803771336,0.48031941038418036,0.9093500000000001
,ISOMAP,0.7515445474981444,0.32206777951504634,0.6397999999999999
,MDS,0.47935573176882484,0.1868084402520206,0.46685
,PCA,0.40340638201019147,0.519811747904274,0.8778499999999999
