,method,DEMaP,ARI,1-nn
,UMAP,0.9386745812457432,0.4987388216610538,0.91555
,PHATE,0.9028603716831054,0.4190039550695234,0.8836999999999999
,TSNE,0.8998994074910497,0.48004344548005984,0.9212999999999999
,ISOMAP,0.8372773030634002,0.3605437223535961,0.7265
,MDS,0.5631916404400452,0.27880751270265586,0.64225
,PCA,0.5387562145107098,0.5202576317967612,0.89605
