,method,DEMaP,ARI,1-nn
,PHATE,0.901848541384899,0.5154726614750738,0.9444000000000001
,TSNE,0.8089472517437353,0.31663927291266786,0.9496
,ISOMAP,0.8070744503358137,0.29798845410005187,0.8511000000000001
,UMAP,0.7967079236493965,0.329752301525312,0.9529500000000001
,MDS,0.5681436854069171,0.2017829873016399,0.7285999999999999
,PCA,0.5503338027183885,0.3764858174723307,0.94005
