,method,DEMaP,ARI,1-nn
,UMAP,0.7659929408886037,0.6311807970839607,0.9344999999999999
,PHATE,0.7624803762988046,0.7608335809259734,0.9180999999999999
,TSNE,0.7423703627145665,0.6291379801294306,0.93205
,ISOMAP,0.6279953237581908,0.3847825382956281,0.6856
,PCA,0.46750553188674265,0.6772896424119118,0.91935
,MDS,0.45345350894721453,0.26036333626078,0.5380499999999999
