,method,DEMaP,ARI,1-nn
,PHATE,0.8271427837429208,0.5632163179114255,0.8470000000000001
,UMAP,0.8001120208937892,0.46221989460638646,0.8785999999999999
,TSNE,0.7623205030706407,0.4267020763166017,0.8835000000000001
,ISOMAP,0.7423379445267501,0.3806193816403629,0.73555
,PCA,0.45062706401871827,0.46422361031915066,0.8551
,MDS,0.4389718111490293,0.15158720802691256,0.49119999999999997
