,method,DEMaP,ARI,1-nn
,PHATE,0.582028637545868,0.6587999372347274,0.87155
,UMAP,0.5332796976632356,0.191760444719261,0.8688499999999999
,ISOMAP,0.5102796120653275,0.4273223838193314,0.8162499999999999
,PCA,0.5026891043354504,0.28941114507350124,0.84655
,TSNE,0.45731931117287006,0.1477951009445382,0.859
,MDS,0.33908049760585157,0.05672575002868092,0.65495
