,method,DEMaP,ARI,1-nn
,PHATE,0.8714397696981155,0.24089673295356173,0.9552999999999999
,UMAP,0.8542290819359206,0.25959846723920077,0.9549000000000001
,TSNE,0.7899020391024085,0.2665423476838973,0.9574999999999999
,ISOMAP,0.7867662754459162,0.22057488822996002,0.8696999999999999
,PCA,0.5263223063864814,0.2510889148158855,0.9440500000000001
,MDS,0.5232488333443519,0.09256165298292968,0.75025
