,method,DEMaP,ARI,1-nn
,TSNE,0.8145911132214166,0.7124428582627692,0.9276499999999999
,UMAP,0.814119360835342,0.718416300714118,0.9247
,PHATE,0.8127958781011255,0.5668062553976163,0.9029
,ISOMAP,0.7098134410773299,0.4494330479456263,0.6763999999999999
,PCA,0.4497931065066703,0.7010413005030925,0.91145
,MDS,0.4242842164117652,0.2815459865216479,0.518
