,method,DEMaP,ARI,1-nn
,PHATE,0.7933600053120152,0.48351128263205057,0.84925
,TSNE,0.7477667935299616,0.4397829297004959,0.9027499999999999
,UMAP,0.7158487413004597,0.48174636506816065,0.9023
,ISOMAP,0.5843914296021679,0.3078997385310059,0.6364
,PCA,0.4788446794854064,0.4685324186355399,0.8664999999999999
,MDS,0.41160468198443134,0.1965615758624051,0.5103
